Start Date,End Date,Campaign Name,Ad Set Name,Ad Name,Placement,Impressions,Clicks,Amount Spent (USD),Page Likes,Website Actions (All),Video Views,Mobile App Installs
2015-04-17,2015-04-17,Campaign22,Ad set1,pagepost_01,Right Column Ads on Desktop Computers,487,0,0.02,0,0,0,0
2015-04-17,2015-04-17,Campaign22,Ad set1,pagepost_01,News Feed on Mobile Devices,655,77,4.91,1,0,0,0
2015-04-17,2015-04-17,Campaign22,Ad set1,pagepost_01,Right Column Ads on Home Page for Desktop Computers,697,0,0.04,0,0,0,0
2015-04-23,2015-04-23,Campaign23,Ad set1,pagepost_01,News Feed on Mobile Devices,2211,102,3.07,1,0,0,0
2015-04-23,2015-04-23,Campaign23,Ad set1,pagepost_01,News Feed on Desktop Computers,123,3,0.16,0,0,0,0
2015-04-22,2015-04-22,Campaign23,Ad set1,pagepost_01,News Feed on Desktop Computers,4,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign23,Ad set1,pagepost_01,News Feed on Mobile Devices,2137,149,3.56,1,0,0,0
2015-04-21,2015-04-21,Campaign23,Ad set1,pagepost_01,News Feed on Desktop Computers,21,1,0.02,0,0,0,0
2015-04-21,2015-04-21,Campaign23,Ad set1,pagepost_01,News Feed on Mobile Devices,4191,368,7.64,1,0,0,0
2015-04-20,2015-04-20,Campaign23,Ad set1,pagepost_01,News Feed on Desktop Computers,58,1,0.01,0,0,0,0
2015-04-20,2015-04-20,Campaign23,Ad set1,pagepost_01,News Feed on Mobile Devices,4071,323,7.65,2,0,0,0
2015-04-19,2015-04-19,Campaign23,Ad set1,pagepost_01,News Feed on Mobile Devices,4247,355,7.63,2,0,0,0
2015-04-19,2015-04-19,Campaign23,Ad set1,pagepost_01,News Feed on Desktop Computers,40,2,0.03,0,0,0,0
2015-04-18,2015-04-18,Campaign23,Ad set1,pagepost_01,News Feed on Mobile Devices,4908,320,7.65,1,0,0,0
2015-04-18,2015-04-18,Campaign23,Ad set1,pagepost_01,News Feed on Desktop Computers,37,1,0.01,0,0,0,0
2015-04-17,2015-04-17,Campaign23,Ad set1,pagepost_01,News Feed on Mobile Devices,4296,289,7.53,0,0,0,0
2015-04-17,2015-04-17,Campaign23,Ad set1,pagepost_01,News Feed on Desktop Computers,50,2,0.13,0,0,0,0
2015-04-23,2015-04-23,Campaign24,Ad set1,pagepost_01,News Feed on Mobile Devices,3521,87,7.62,1,0,0,0
2015-04-22,2015-04-22,Campaign24,Ad set1,pagepost_01,News Feed on Mobile Devices,3693,106,7.37,1,0,0,0
2015-04-21,2015-04-21,Campaign24,Ad set1,pagepost_01,News Feed on Mobile Devices,3239,102,7.37,2,0,0,0
2015-04-20,2015-04-20,Campaign24,Ad set1,pagepost_01,News Feed on Mobile Devices,4998,108,7.37,2,0,0,0
2015-04-19,2015-04-19,Campaign24,Ad set1,pagepost_01,News Feed on Mobile Devices,3880,110,7.37,3,0,0,0
2015-04-18,2015-04-18,Campaign24,Ad set1,pagepost_01,News Feed on Mobile Devices,3252,117,7.37,1,0,0,0
2015-04-17,2015-04-17,Campaign24,Ad set1,pagepost_01,News Feed on Mobile Devices,3991,95,7.37,1,0,0,0
2015-04-23,2015-04-23,Campaign25,Ad set1,pagelike_01,News Feed on Desktop Computers,46,1,0.21,1,0,0,0
2015-04-23,2015-04-23,Campaign25,Ad set1,pagelike_01,News Feed on Mobile Devices,629,19,4.02,14,0,0,0
2015-04-22,2015-04-22,Campaign25,Ad set1,pagelike_01,News Feed on Desktop Computers,25,1,0.08,1,0,0,0
2015-04-22,2015-04-22,Campaign25,Ad set1,pagelike_01,News Feed on Mobile Devices,525,21,4.67,21,0,0,0
2015-04-21,2015-04-21,Campaign25,Ad set1,pagelike_01,News Feed on Mobile Devices,519,36,4.75,33,0,0,0
2015-04-21,2015-04-21,Campaign25,Ad set1,pagelike_01,News Feed on Desktop Computers,4,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign25,Ad set1,pagelike_01,News Feed on Desktop Computers,54,0,0.1,0,0,0,0
2015-04-20,2015-04-20,Campaign25,Ad set1,pagelike_01,News Feed on Mobile Devices,642,24,4.65,19,0,0,0
2015-04-19,2015-04-19,Campaign25,Ad set1,pagelike_01,News Feed on Desktop Computers,16,1,0.07,1,0,0,0
2015-04-19,2015-04-19,Campaign25,Ad set1,pagelike_01,News Feed on Mobile Devices,546,25,4.68,23,0,0,0
2015-04-18,2015-04-18,Campaign25,Ad set1,pagelike_01,News Feed on Desktop Computers,23,0,0.07,0,0,0,0
2015-04-18,2015-04-18,Campaign25,Ad set1,pagelike_01,News Feed on Mobile Devices,312,21,4.68,15,0,0,0
2015-04-17,2015-04-17,Campaign25,Ad set1,pagelike_01,News Feed on Desktop Computers,158,3,0.49,2,0,0,0
2015-04-17,2015-04-17,Campaign25,Ad set1,pagelike_01,News Feed on Mobile Devices,455,10,4.26,13,0,0,0
2015-04-23,2015-04-23,Campaign26,Ad set1,pagelike_01,News Feed on Desktop Computers,34,0,0.17,0,0,0,0
2015-04-23,2015-04-23,Campaign26,Ad set1,pagelike_01,News Feed on Mobile Devices,527,19,9.95,14,0,0,0
2015-04-22,2015-04-22,Campaign26,Ad set1,pagelike_01,News Feed on Desktop Computers,46,0,0.2,0,0,0,0
2015-04-22,2015-04-22,Campaign26,Ad set1,pagelike_01,News Feed on Mobile Devices,295,15,5.12,15,0,0,0
2015-04-21,2015-04-21,Campaign26,Ad set1,pagelike_01,News Feed on Desktop Computers,40,1,0.37,1,0,0,0
2015-04-21,2015-04-21,Campaign26,Ad set1,pagelike_01,News Feed on Mobile Devices,267,17,4.95,19,0,0,0
2015-04-20,2015-04-20,Campaign26,Ad set1,pagelike_01,News Feed on Desktop Computers,42,1,0.34,0,0,0,0
2015-04-20,2015-04-20,Campaign26,Ad set1,pagelike_01,News Feed on Mobile Devices,223,8,4.98,6,0,0,0
2015-04-19,2015-04-19,Campaign26,Ad set1,pagelike_01,News Feed on Desktop Computers,13,0,0.04,0,0,0,0
2015-04-19,2015-04-19,Campaign26,Ad set1,pagelike_01,News Feed on Mobile Devices,172,15,5.28,10,0,0,0
2015-04-18,2015-04-18,Campaign26,Ad set1,pagelike_01,News Feed on Mobile Devices,397,11,5.23,5,0,0,0
2015-04-18,2015-04-18,Campaign26,Ad set1,pagelike_01,News Feed on Desktop Computers,15,0,0.09,0,0,0,0
2015-04-17,2015-04-17,Campaign26,Ad set1,pagelike_01,News Feed on Mobile Devices,313,10,5.16,9,0,0,0
2015-04-17,2015-04-17,Campaign26,Ad set1,pagelike_01,News Feed on Desktop Computers,23,0,0.16,0,0,0,0
2015-04-22,2015-04-22,Campaign27,Ad set1,pagepost_01,News Feed on Desktop Computers,40,1,0.15,0,0,0,0
2015-04-22,2015-04-22,Campaign27,Ad set1,pagepost_01,News Feed on Mobile Devices,3586,52,7.26,0,0,0,0
2015-04-21,2015-04-21,Campaign27,Ad set1,pagepost_01,News Feed on Desktop Computers,36,0,0,0,0,0,0
2015-04-21,2015-04-21,Campaign27,Ad set1,pagepost_01,News Feed on Mobile Devices,4479,65,7.45,0,0,0,0
2015-04-20,2015-04-20,Campaign27,Ad set1,pagepost_01,News Feed on Desktop Computers,60,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign27,Ad set1,pagepost_01,News Feed on Mobile Devices,4204,78,7.45,0,0,0,0
2015-04-19,2015-04-19,Campaign27,Ad set1,pagepost_01,News Feed on Mobile Devices,2053,98,7.45,0,0,0,0
2015-04-19,2015-04-19,Campaign27,Ad set1,pagepost_01,News Feed on Desktop Computers,27,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign27,Ad set1,pagepost_01,News Feed on Desktop Computers,8,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign27,Ad set1,pagepost_01,News Feed on Mobile Devices,1081,102,7.45,0,0,0,0
2015-04-17,2015-04-17,Campaign27,Ad set1,pagepost_01,News Feed on Mobile Devices,1035,94,7.45,0,0,0,0
2015-04-17,2015-04-17,Campaign27,Ad set1,pagepost_01,News Feed on Desktop Computers,30,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign28,Ad set1,pagelike_01,News Feed on Desktop Computers,8,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign28,Ad set1,pagelike_01,News Feed on Mobile Devices,193,33,1.11,31,0,0,0
2015-04-22,2015-04-22,Campaign28,Ad set1,pagelike_01,News Feed on Mobile Devices,244,26,1.18,28,0,0,0
2015-04-22,2015-04-22,Campaign28,Ad set1,pagelike_01,News Feed on Desktop Computers,18,0,0.02,0,0,0,0
2015-04-21,2015-04-21,Campaign28,Ad set1,pagelike_01,News Feed on Mobile Devices,247,28,1.2,30,0,0,0
2015-04-21,2015-04-21,Campaign28,Ad set1,pagelike_01,News Feed on Desktop Computers,11,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign28,Ad set1,pagelike_01,News Feed on Mobile Devices,829,79,3.24,71,0,0,0
2015-04-20,2015-04-20,Campaign28,Ad set1,pagelike_01,News Feed on Desktop Computers,2,0,0,0,0,0,0
2015-04-19,2015-04-19,Campaign28,Ad set1,pagelike_01,News Feed on Mobile Devices,1204,125,5.5,110,0,0,0
2015-04-19,2015-04-19,Campaign28,Ad set1,pagelike_01,News Feed on Desktop Computers,8,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign28,Ad set1,pagelike_01,News Feed on Mobile Devices,1373,94,5.45,89,0,0,0
2015-04-18,2015-04-18,Campaign28,Ad set1,pagelike_01,News Feed on Desktop Computers,41,0,0.05,0,0,0,0
2015-04-17,2015-04-17,Campaign28,Ad set1,pagelike_01,News Feed on Desktop Computers,14,0,0.02,0,0,0,0
2015-04-17,2015-04-17,Campaign28,Ad set1,pagelike_01,News Feed on Mobile Devices,105,6,0.53,4,0,0,0
2015-04-23,2015-04-23,Campaign28,Ad set2,pagelike_01,News Feed on Desktop Computers,9,2,0.03,2,0,0,0
2015-04-23,2015-04-23,Campaign28,Ad set2,pagelike_01,News Feed on Mobile Devices,335,41,0.92,43,0,0,0
2015-04-22,2015-04-22,Campaign28,Ad set2,pagelike_01,News Feed on Mobile Devices,336,54,0.95,58,0,0,0
2015-04-22,2015-04-22,Campaign28,Ad set2,pagelike_01,News Feed on Desktop Computers,13,3,0.05,3,0,0,0
2015-04-21,2015-04-21,Campaign28,Ad set2,pagelike_01,News Feed on Mobile Devices,277,59,1,61,0,0,0
2015-04-21,2015-04-21,Campaign28,Ad set2,pagelike_01,News Feed on Desktop Computers,4,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign28,Ad set2,pagelike_01,News Feed on Mobile Devices,257,58,0.96,64,0,0,0
2015-04-20,2015-04-20,Campaign28,Ad set2,pagelike_01,News Feed on Desktop Computers,9,2,0.04,1,0,0,0
2015-04-19,2015-04-19,Campaign28,Ad set2,pagelike_01,News Feed on Desktop Computers,20,1,0.03,1,0,0,0
2015-04-19,2015-04-19,Campaign28,Ad set2,pagelike_01,News Feed on Mobile Devices,390,48,0.97,51,0,0,0
2015-04-18,2015-04-18,Campaign28,Ad set2,pagelike_01,News Feed on Mobile Devices,420,39,0.98,38,0,0,0
2015-04-18,2015-04-18,Campaign28,Ad set2,pagelike_01,News Feed on Desktop Computers,15,1,0.02,1,0,0,0
2015-04-17,2015-04-17,Campaign28,Ad set2,pagelike_01,News Feed on Mobile Devices,63,15,0.25,15,0,0,0
2015-04-17,2015-04-17,Campaign28,Ad set2,pagelike_01,News Feed on Desktop Computers,1,1,0.02,1,0,0,0
2015-04-23,2015-04-23,Campaign29,Ad set1,pagelike_02,News Feed on Desktop Computers,23,1,0.04,0,0,0,0
2015-04-23,2015-04-23,Campaign29,Ad set1,pagelike_02,News Feed on Mobile Devices,1699,61,5.35,44,0,5,0
2015-04-22,2015-04-22,Campaign29,Ad set1,pagelike_02,News Feed on Desktop Computers,60,0,0.11,0,0,0,0
2015-04-22,2015-04-22,Campaign29,Ad set1,pagelike_02,News Feed on Mobile Devices,2015,75,6.1,58,0,0,0
2015-04-21,2015-04-21,Campaign29,Ad set1,pagelike_02,News Feed on Desktop Computers,27,0,0.05,0,0,0,0
2015-04-21,2015-04-21,Campaign29,Ad set1,pagelike_02,News Feed on Mobile Devices,2135,89,6.16,70,0,0,0
2015-04-20,2015-04-20,Campaign29,Ad set1,pagelike_02,News Feed on Desktop Computers,23,0,0.03,0,0,0,0
2015-04-20,2015-04-20,Campaign29,Ad set1,pagelike_02,News Feed on Mobile Devices,2110,77,6.18,66,0,0,0
2015-04-19,2015-04-19,Campaign29,Ad set1,pagelike_02,News Feed on Mobile Devices,1876,66,5.86,58,0,0,0
2015-04-19,2015-04-19,Campaign29,Ad set1,pagelike_02,News Feed on Desktop Computers,153,4,0.35,3,0,0,0
2015-04-18,2015-04-18,Campaign29,Ad set1,pagelike_02,News Feed on Desktop Computers,181,6,0.46,6,0,0,0
2015-04-18,2015-04-18,Campaign29,Ad set1,pagelike_02,News Feed on Mobile Devices,1352,60,5.75,52,0,0,0
2015-04-17,2015-04-17,Campaign29,Ad set1,pagelike_02,News Feed on Mobile Devices,1221,56,5.27,45,0,0,0
2015-04-17,2015-04-17,Campaign29,Ad set1,pagelike_02,News Feed on Desktop Computers,384,12,0.94,11,0,0,0
2015-04-18,2015-04-18,Campaign30,Ad set1,pagelike_01,News Feed on Desktop Computers,643,16,2.13,10,0,0,0
2015-04-18,2015-04-18,Campaign30,Ad set1,pagelike_01,News Feed on Mobile Devices,1667,69,10.06,61,0,0,0
2015-04-17,2015-04-17,Campaign30,Ad set1,pagelike_01,News Feed on Mobile Devices,1832,82,9.46,58,0,0,0
2015-04-17,2015-04-17,Campaign30,Ad set1,pagelike_01,News Feed on Desktop Computers,155,7,0.54,3,0,0,0
2015-04-23,2015-04-23,Campaign31,Ad set1,pagelike_01,News Feed on Mobile Devices,1543,69,9.03,53,0,0,0
2015-04-23,2015-04-23,Campaign31,Ad set1,pagelike_01,News Feed on Desktop Computers,769,34,1.63,25,0,0,0
2015-04-22,2015-04-22,Campaign31,Ad set1,pagelike_01,News Feed on Desktop Computers,96,6,0.35,5,0,0,0
2015-04-22,2015-04-22,Campaign31,Ad set1,pagelike_01,News Feed on Mobile Devices,264,15,1.84,12,0,0,0
2015-04-18,2015-04-18,Campaign32,Ad set1,pagepost_01,News Feed on Desktop Computers,638,24,0.98,0,0,0,0
2015-04-18,2015-04-18,Campaign32,Ad set1,pagepost_01,News Feed on Mobile Devices,8783,577,24.81,2,0,0,0
2015-04-17,2015-04-17,Campaign32,Ad set1,pagepost_01,News Feed on Desktop Computers,1951,74,3.39,3,0,0,0
2015-04-17,2015-04-17,Campaign32,Ad set1,pagepost_01,News Feed on Mobile Devices,9082,495,22.45,1,0,0,0
2015-04-23,2015-04-23,Campaign33,Ad set1,pagepost_01,News Feed on Desktop Computers,34,1,0.03,0,0,2,0
2015-04-23,2015-04-23,Campaign33,Ad set1,pagepost_01,News Feed on Mobile Devices,2665,287,7.88,2,0,210,0
2015-04-22,2015-04-22,Campaign33,Ad set1,pagepost_01,News Feed on Mobile Devices,2925,295,8.48,1,0,223,0
2015-04-22,2015-04-22,Campaign33,Ad set1,pagepost_01,News Feed on Desktop Computers,73,1,0.04,0,0,0,0
2015-04-21,2015-04-21,Campaign33,Ad set1,pagepost_01,News Feed on Mobile Devices,3976,355,8.46,3,0,282,0
2015-04-21,2015-04-21,Campaign33,Ad set1,pagepost_01,News Feed on Desktop Computers,52,2,0.06,0,0,1,0
2015-04-20,2015-04-20,Campaign33,Ad set1,pagepost_01,News Feed on Desktop Computers,52,3,0.16,0,0,2,0
2015-04-20,2015-04-20,Campaign33,Ad set1,pagepost_01,News Feed on Mobile Devices,3087,344,8.36,1,0,239,0
2015-04-19,2015-04-19,Campaign33,Ad set1,pagepost_01,News Feed on Desktop Computers,54,4,0.25,0,0,3,0
2015-04-19,2015-04-19,Campaign33,Ad set1,pagepost_01,News Feed on Mobile Devices,2185,255,6.91,2,0,208,0
2015-04-18,2015-04-18,Campaign33,Ad set1,pagepost_01,News Feed on Desktop Computers,41,1,0.02,0,0,0,0
2015-04-18,2015-04-18,Campaign33,Ad set1,pagepost_01,News Feed on Mobile Devices,1912,220,7.14,0,0,158,0
2015-04-17,2015-04-17,Campaign33,Ad set1,pagepost_01,News Feed on Desktop Computers,30,1,0.02,0,0,0,0
2015-04-17,2015-04-17,Campaign33,Ad set1,pagepost_01,News Feed on Mobile Devices,1533,209,7.14,0,0,147,0
2015-04-23,2015-04-23,Campaign34,Ad set1,pagelike_01,News Feed on Mobile Devices,1,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign34,Ad set1,pagelike_01,News Feed on Mobile Devices,2,0,0.01,0,0,0,0
2015-04-21,2015-04-21,Campaign34,Ad set1,pagelike_01,News Feed on Mobile Devices,1,0,0.01,0,0,0,0
2015-04-20,2015-04-20,Campaign34,Ad set1,pagelike_01,News Feed on Mobile Devices,12,1,0.1,0,0,0,0
2015-04-19,2015-04-19,Campaign34,Ad set1,pagelike_01,News Feed on Mobile Devices,1,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign34,Ad set1,pagelike_01,News Feed on Mobile Devices,1,0,0.01,0,0,0,0
2015-04-17,2015-04-17,Campaign34,Ad set1,pagelike_01,News Feed on Mobile Devices,1,2,0,0,0,0,0
2015-04-23,2015-04-23,Campaign34,Ad set1,pagelike_02,News Feed on Desktop Computers,3,0,0.01,0,0,0,0
2015-04-23,2015-04-23,Campaign34,Ad set1,pagelike_02,News Feed on Mobile Devices,326,26,1.64,16,0,1,0
2015-04-22,2015-04-22,Campaign34,Ad set1,pagelike_02,News Feed on Desktop Computers,1,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign34,Ad set1,pagelike_02,News Feed on Mobile Devices,300,22,1.87,16,0,0,0
2015-04-21,2015-04-21,Campaign34,Ad set1,pagelike_02,News Feed on Mobile Devices,291,26,1.67,20,0,0,0
2015-04-21,2015-04-21,Campaign34,Ad set1,pagelike_02,News Feed on Desktop Computers,3,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign34,Ad set1,pagelike_02,News Feed on Mobile Devices,382,39,2.2,26,0,0,0
2015-04-20,2015-04-20,Campaign34,Ad set1,pagelike_02,News Feed on Desktop Computers,6,0,0.02,0,0,0,0
2015-04-19,2015-04-19,Campaign34,Ad set1,pagelike_02,News Feed on Desktop Computers,1,0,0,0,0,0,0
2015-04-19,2015-04-19,Campaign34,Ad set1,pagelike_02,News Feed on Mobile Devices,385,44,2.32,31,0,0,0
2015-04-18,2015-04-18,Campaign34,Ad set1,pagelike_02,News Feed on Desktop Computers,3,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign34,Ad set1,pagelike_02,News Feed on Mobile Devices,340,39,2.31,31,0,1,0
2015-04-17,2015-04-17,Campaign34,Ad set1,pagelike_02,News Feed on Mobile Devices,331,38,2.32,25,0,1,0
2015-04-23,2015-04-23,Campaign35,Ad set1,pagepost_01,News Feed on Desktop Computers,7,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign35,Ad set1,pagepost_01,News Feed on Mobile Devices,534,33,1,1,0,0,0
2015-04-22,2015-04-22,Campaign35,Ad set1,pagepost_01,News Feed on Desktop Computers,4,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign35,Ad set1,pagepost_01,News Feed on Mobile Devices,659,47,1,1,0,0,0
2015-04-21,2015-04-21,Campaign35,Ad set1,pagepost_01,News Feed on Mobile Devices,665,54,1,0,0,0,0
2015-04-21,2015-04-21,Campaign35,Ad set1,pagepost_01,News Feed on Desktop Computers,4,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign35,Ad set1,pagepost_01,News Feed on Mobile Devices,531,56,1,0,0,0,0
2015-04-19,2015-04-19,Campaign35,Ad set1,pagepost_01,News Feed on Mobile Devices,1019,72,1.3,5,0,0,0
2015-04-19,2015-04-19,Campaign35,Ad set1,pagepost_01,News Feed on Desktop Computers,8,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign35,Ad set1,pagepost_01,News Feed on Mobile Devices,809,79,1.3,2,0,0,0
2015-04-18,2015-04-18,Campaign35,Ad set1,pagepost_01,News Feed on Desktop Computers,1,0,0,0,0,0,0
2015-04-17,2015-04-17,Campaign35,Ad set1,pagepost_01,News Feed on Mobile Devices,892,95,1.29,0,0,0,0
2015-04-17,2015-04-17,Campaign35,Ad set1,pagepost_01,News Feed on Desktop Computers,7,1,0.01,0,0,0,0
2015-04-23,2015-04-23,Campaign35,Ad set2,pagepost_01,News Feed on Desktop Computers,3,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign35,Ad set2,pagepost_01,News Feed on Mobile Devices,577,31,1.85,1,0,0,0
2015-04-22,2015-04-22,Campaign35,Ad set2,pagepost_01,News Feed on Mobile Devices,685,29,1.85,0,0,0,0
2015-04-22,2015-04-22,Campaign35,Ad set2,pagepost_01,News Feed on Desktop Computers,4,0,0,0,0,0,0
2015-04-21,2015-04-21,Campaign35,Ad set2,pagepost_01,News Feed on Desktop Computers,7,0,0,0,0,0,0
2015-04-21,2015-04-21,Campaign35,Ad set2,pagepost_01,News Feed on Mobile Devices,934,32,1.85,0,0,0,0
2015-04-20,2015-04-20,Campaign35,Ad set2,pagepost_01,News Feed on Desktop Computers,8,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign35,Ad set2,pagepost_01,News Feed on Mobile Devices,470,7,0.3,0,0,0,0
2015-04-23,2015-04-23,Campaign36,Ad set1,pagelike_01,News Feed on Mobile Devices,4355,137,43.97,115,0,0,0
2015-04-23,2015-04-23,Campaign36,Ad set1,pagelike_01,News Feed on Desktop Computers,639,17,3.17,11,0,0,0
2015-04-22,2015-04-22,Campaign36,Ad set1,pagelike_01,News Feed on Mobile Devices,5039,158,41.68,118,0,0,0
2015-04-22,2015-04-22,Campaign36,Ad set1,pagelike_01,News Feed on Desktop Computers,504,9,1.71,7,0,0,0
2015-04-21,2015-04-21,Campaign36,Ad set1,pagelike_01,News Feed on Desktop Computers,278,3,0.97,3,0,0,0
2015-04-21,2015-04-21,Campaign36,Ad set1,pagelike_01,News Feed on Mobile Devices,3993,102,22.57,70,0,0,0
2015-04-20,2015-04-20,Campaign36,Ad set1,pagelike_01,News Feed on Mobile Devices,6248,137,40.2,103,0,0,0
2015-04-20,2015-04-20,Campaign36,Ad set1,pagelike_01,News Feed on Desktop Computers,707,7,2.46,6,0,0,0
2015-04-19,2015-04-19,Campaign36,Ad set1,pagelike_01,News Feed on Desktop Computers,413,3,1.46,2,0,0,0
2015-04-19,2015-04-19,Campaign36,Ad set1,pagelike_01,News Feed on Mobile Devices,3537,119,30.54,103,0,0,0
2015-04-18,2015-04-18,Campaign36,Ad set1,pagelike_01,News Feed on Desktop Computers,975,7,3.61,2,0,0,0
2015-04-18,2015-04-18,Campaign36,Ad set1,pagelike_01,News Feed on Mobile Devices,12810,152,57.92,39,0,0,0
2015-04-17,2015-04-17,Campaign36,Ad set1,pagelike_01,News Feed on Desktop Computers,73,1,0.36,1,0,0,0
2015-04-17,2015-04-17,Campaign36,Ad set1,pagelike_01,News Feed on Mobile Devices,782,18,5.5,15,0,0,0
2015-04-23,2015-04-23,Campaign36,Ad set1,pagelike_02,News Feed on Desktop Computers,2182,30,6.74,21,0,0,0
2015-04-23,2015-04-23,Campaign36,Ad set1,pagelike_02,News Feed on Mobile Devices,4354,115,30.18,68,0,0,0
2015-04-22,2015-04-22,Campaign36,Ad set1,pagelike_02,News Feed on Mobile Devices,8661,182,45.54,112,0,0,0
2015-04-22,2015-04-22,Campaign36,Ad set1,pagelike_02,News Feed on Desktop Computers,2220,16,6.07,11,0,0,0
2015-04-21,2015-04-21,Campaign36,Ad set1,pagelike_02,News Feed on Mobile Devices,9134,238,61.88,172,0,0,0
2015-04-21,2015-04-21,Campaign36,Ad set1,pagelike_02,News Feed on Desktop Computers,3361,48,9.58,35,0,0,0
2015-04-20,2015-04-20,Campaign36,Ad set1,pagelike_02,News Feed on Desktop Computers,4154,29,11.59,22,0,0,0
2015-04-20,2015-04-20,Campaign36,Ad set1,pagelike_02,News Feed on Mobile Devices,7841,158,40.75,112,0,0,0
2015-04-19,2015-04-19,Campaign36,Ad set1,pagelike_02,News Feed on Mobile Devices,13239,208,48.36,144,0,0,0
2015-04-19,2015-04-19,Campaign36,Ad set1,pagelike_02,News Feed on Desktop Computers,3341,24,9.64,14,0,0,0
2015-04-18,2015-04-18,Campaign36,Ad set1,pagelike_02,News Feed on Desktop Computers,586,5,2.26,4,0,0,0
2015-04-18,2015-04-18,Campaign36,Ad set1,pagelike_02,News Feed on Mobile Devices,5842,89,26.21,53,0,0,0
2015-04-17,2015-04-17,Campaign36,Ad set1,pagelike_02,News Feed on Desktop Computers,30,0,0.16,0,0,0,0
2015-04-17,2015-04-17,Campaign36,Ad set1,pagelike_02,News Feed on Mobile Devices,394,11,2.59,5,0,0,0
2015-04-23,2015-04-23,Campaign37,Ad set1,pagepost_01,News Feed on Mobile Devices,60027,2184,109.3,6,0,1505,0
2015-04-23,2015-04-23,Campaign37,Ad set1,pagepost_01,News Feed on Desktop Computers,3937,186,9.3,1,0,149,0
2015-04-22,2015-04-22,Campaign37,Ad set1,pagepost_01,News Feed on Desktop Computers,2196,81,4.09,0,0,67,0
2015-04-22,2015-04-22,Campaign37,Ad set1,pagepost_01,News Feed on Mobile Devices,65560,2120,105.18,4,0,1584,0
2015-04-21,2015-04-21,Campaign37,Ad set1,pagepost_01,News Feed on Desktop Computers,1575,44,1.79,0,0,36,0
2015-04-21,2015-04-21,Campaign37,Ad set1,pagepost_01,News Feed on Mobile Devices,76534,2432,100.21,7,0,1809,0
2015-04-20,2015-04-20,Campaign37,Ad set1,pagepost_01,News Feed on Mobile Devices,72592,2586,102.87,9,0,1964,0
2015-04-20,2015-04-20,Campaign37,Ad set1,pagepost_01,News Feed on Desktop Computers,3337,94,3.73,1,0,76,0
2015-04-19,2015-04-19,Campaign37,Ad set1,pagepost_01,News Feed on Desktop Computers,3554,126,5.08,0,0,111,0
2015-04-19,2015-04-19,Campaign37,Ad set1,pagepost_01,News Feed on Mobile Devices,66586,2561,101.52,9,0,1881,0
2015-04-18,2015-04-18,Campaign37,Ad set1,pagepost_01,News Feed on Mobile Devices,68500,2412,101.75,12,0,1825,0
2015-04-18,2015-04-18,Campaign37,Ad set1,pagepost_01,News Feed on Desktop Computers,3541,114,4.85,0,0,104,0
2015-04-17,2015-04-17,Campaign37,Ad set1,pagepost_01,News Feed on Mobile Devices,32989,1267,51.16,11,0,917,0
2015-04-17,2015-04-17,Campaign37,Ad set1,pagepost_01,News Feed on Desktop Computers,1077,36,1.44,0,0,27,0
2015-04-23,2015-04-23,Campaign38,Ad set1,pagelike_01,News Feed on Mobile Devices,1335,84,17.6,75,0,0,0
2015-04-23,2015-04-23,Campaign38,Ad set1,pagelike_01,News Feed on Desktop Computers,86,3,0.37,3,0,0,0
2015-04-22,2015-04-22,Campaign38,Ad set1,pagelike_01,News Feed on Desktop Computers,73,0,0.29,0,0,0,0
2015-04-22,2015-04-22,Campaign38,Ad set1,pagelike_01,News Feed on Mobile Devices,1290,64,14.32,47,0,0,0
2015-04-21,2015-04-21,Campaign38,Ad set1,pagelike_01,News Feed on Mobile Devices,754,83,14.21,67,0,0,0
2015-04-21,2015-04-21,Campaign38,Ad set1,pagelike_01,News Feed on Desktop Computers,49,0,0.4,0,0,0,0
2015-04-20,2015-04-20,Campaign38,Ad set1,pagelike_01,News Feed on Desktop Computers,55,2,0.27,1,0,0,0
2015-04-20,2015-04-20,Campaign38,Ad set1,pagelike_01,News Feed on Mobile Devices,698,72,14.34,64,0,1,0
