Start Date,End Date,Campaign Name,Ad Set Name,Ad Name,Placement,Impressions,Clicks,Amount Spent (USD),Page Likes,Website Actions (All),Video Views,Mobile App Installs
2015-04-23,2015-04-23,Campaign41,Ad set4,pagepost_01,News Feed on Mobile Devices,688,50,2.17,0,0,0,0
2015-04-22,2015-04-22,Campaign41,Ad set4,pagepost_01,News Feed on Desktop Computers,14,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign41,Ad set4,pagepost_01,News Feed on Mobile Devices,360,21,1.66,0,0,0,0
2015-04-23,2015-04-23,Campaign41,Ad set4,pagepost_02,News Feed on Desktop Computers,26,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign41,Ad set4,pagepost_02,News Feed on Mobile Devices,517,21,1.47,0,0,0,0
2015-04-23,2015-04-23,Campaign41,Ad set4,pagepost_03,News Feed on Desktop Computers,13,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign41,Ad set4,pagepost_03,News Feed on Mobile Devices,288,14,1.2,0,0,0,0
2015-04-22,2015-04-22,Campaign41,Ad set4,pagepost_03,News Feed on Mobile Devices,108,4,0.18,0,0,0,0
2015-04-22,2015-04-22,Campaign41,Ad set4,pagepost_03,News Feed on Desktop Computers,8,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign42,Ad set1,pagepost_01,News Feed on Desktop Computers,3,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign42,Ad set1,pagepost_01,News Feed on Mobile Devices,144,9,0.43,0,0,0,0
2015-04-22,2015-04-22,Campaign42,Ad set1,pagepost_01,News Feed on Mobile Devices,238,10,0.47,1,0,0,0
2015-04-22,2015-04-22,Campaign42,Ad set1,pagepost_01,News Feed on Desktop Computers,1,0,0,0,0,0,0
2015-04-21,2015-04-21,Campaign42,Ad set1,pagepost_01,News Feed on Mobile Devices,89,2,0.11,0,0,0,0
2015-04-20,2015-04-20,Campaign42,Ad set1,pagepost_01,News Feed on Mobile Devices,211,10,0.37,0,0,0,0
2015-04-20,2015-04-20,Campaign42,Ad set1,pagepost_01,News Feed on Desktop Computers,5,0,0,0,0,0,0
2015-04-19,2015-04-19,Campaign42,Ad set1,pagepost_01,News Feed on Mobile Devices,530,24,1.04,1,0,0,0
2015-04-19,2015-04-19,Campaign42,Ad set1,pagepost_01,News Feed on Desktop Computers,3,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign42,Ad set1,pagepost_01,News Feed on Desktop Computers,2,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign42,Ad set1,pagepost_01,News Feed on Mobile Devices,317,11,0.51,0,0,0,0
2015-04-17,2015-04-17,Campaign42,Ad set1,pagepost_01,News Feed on Mobile Devices,140,7,0.35,0,0,0,0
2015-04-23,2015-04-23,Campaign42,Ad set1,pagepost_02,News Feed on Mobile Devices,5336,201,10.3,27,0,0,0
2015-04-23,2015-04-23,Campaign42,Ad set1,pagepost_02,News Feed on Desktop Computers,74,2,0.09,0,0,0,0
2015-04-22,2015-04-22,Campaign42,Ad set1,pagepost_02,News Feed on Desktop Computers,120,3,0.11,0,0,0,0
2015-04-22,2015-04-22,Campaign42,Ad set1,pagepost_02,News Feed on Mobile Devices,8830,349,15.63,38,0,0,0
2015-04-21,2015-04-21,Campaign42,Ad set1,pagepost_02,News Feed on Mobile Devices,8140,340,13.86,51,0,0,0
2015-04-21,2015-04-21,Campaign42,Ad set1,pagepost_02,News Feed on Desktop Computers,79,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign42,Ad set1,pagepost_02,News Feed on Mobile Devices,11692,488,19.59,68,0,0,0
2015-04-20,2015-04-20,Campaign42,Ad set1,pagepost_02,News Feed on Desktop Computers,151,1,0.05,1,0,0,0
2015-04-19,2015-04-19,Campaign42,Ad set1,pagepost_02,News Feed on Desktop Computers,99,3,0.17,0,0,0,0
2015-04-19,2015-04-19,Campaign42,Ad set1,pagepost_02,News Feed on Mobile Devices,12728,571,24.62,57,0,0,0
2015-04-18,2015-04-18,Campaign42,Ad set1,pagepost_02,News Feed on Mobile Devices,11997,564,25.63,56,0,0,0
2015-04-18,2015-04-18,Campaign42,Ad set1,pagepost_02,News Feed on Desktop Computers,99,1,0.05,0,0,0,0
2015-04-17,2015-04-17,Campaign42,Ad set1,pagepost_02,News Feed on Desktop Computers,155,1,0.06,0,0,0,0
2015-04-17,2015-04-17,Campaign42,Ad set1,pagepost_02,News Feed on Mobile Devices,10970,518,26.08,51,0,0,0
2015-04-23,2015-04-23,Campaign42,Ad set1,pagepost_03,News Feed on Mobile Devices,301,11,0.49,1,0,0,0
2015-04-23,2015-04-23,Campaign42,Ad set1,pagepost_03,News Feed on Desktop Computers,2,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign42,Ad set1,pagepost_03,News Feed on Mobile Devices,115,8,0.41,0,0,0,0
2015-04-21,2015-04-21,Campaign42,Ad set1,pagepost_03,News Feed on Mobile Devices,132,7,0.35,0,0,0,0
2015-04-20,2015-04-20,Campaign42,Ad set1,pagepost_03,News Feed on Desktop Computers,2,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign42,Ad set1,pagepost_03,News Feed on Mobile Devices,232,11,0.41,0,0,0,0
2015-04-19,2015-04-19,Campaign42,Ad set1,pagepost_03,News Feed on Mobile Devices,282,22,1.05,0,0,0,0
2015-04-19,2015-04-19,Campaign42,Ad set1,pagepost_03,News Feed on Desktop Computers,2,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign42,Ad set1,pagepost_03,News Feed on Mobile Devices,239,12,0.55,1,0,0,0
2015-04-18,2015-04-18,Campaign42,Ad set1,pagepost_03,News Feed on Desktop Computers,3,0,0,0,0,0,0
2015-04-17,2015-04-17,Campaign42,Ad set1,pagepost_03,News Feed on Mobile Devices,230,6,0.31,0,0,0,0
2015-04-23,2015-04-23,Campaign42,Ad set1,pagepost_04,News Feed on Mobile Devices,247,5,0.33,0,0,0,0
2015-04-23,2015-04-23,Campaign42,Ad set1,pagepost_04,News Feed on Desktop Computers,4,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign42,Ad set1,pagepost_04,News Feed on Desktop Computers,2,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign42,Ad set1,pagepost_04,News Feed on Mobile Devices,56,2,0.04,0,0,0,0
2015-04-21,2015-04-21,Campaign42,Ad set1,pagepost_04,News Feed on Mobile Devices,29,1,0.03,0,0,0,0
2015-04-20,2015-04-20,Campaign42,Ad set1,pagepost_04,News Feed on Desktop Computers,1,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign42,Ad set1,pagepost_04,News Feed on Mobile Devices,24,2,0.08,0,0,0,0
2015-04-19,2015-04-19,Campaign42,Ad set1,pagepost_04,News Feed on Mobile Devices,33,3,0.12,0,0,0,0
2015-04-18,2015-04-18,Campaign42,Ad set1,pagepost_04,News Feed on Desktop Computers,2,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign42,Ad set1,pagepost_04,News Feed on Mobile Devices,50,6,0.26,0,0,0,0
2015-04-17,2015-04-17,Campaign42,Ad set1,pagepost_04,News Feed on Mobile Devices,36,4,0.2,0,0,0,0
2015-04-23,2015-04-23,Campaign42,Ad set1,pagepost_05,News Feed on Desktop Computers,6,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign42,Ad set1,pagepost_05,News Feed on Mobile Devices,1803,137,7.61,2,0,0,0
2015-04-22,2015-04-22,Campaign42,Ad set1,pagepost_05,News Feed on Mobile Devices,785,58,2.83,2,0,0,0
2015-04-22,2015-04-22,Campaign42,Ad set1,pagepost_05,News Feed on Desktop Computers,4,0,0,0,0,0,0
2015-04-21,2015-04-21,Campaign42,Ad set1,pagepost_05,News Feed on Mobile Devices,2412,105,4.84,1,0,0,0
2015-04-21,2015-04-21,Campaign42,Ad set1,pagepost_05,News Feed on Desktop Computers,32,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign42,Ad set1,pagepost_05,News Feed on Mobile Devices,1952,153,6.05,2,0,0,0
2015-04-20,2015-04-20,Campaign42,Ad set1,pagepost_05,News Feed on Desktop Computers,11,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign42,Ad set1,pagepost_06,News Feed on Desktop Computers,1,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign42,Ad set1,pagepost_06,News Feed on Mobile Devices,149,11,0.66,0,0,0,0
2015-04-22,2015-04-22,Campaign42,Ad set1,pagepost_06,News Feed on Mobile Devices,154,12,0.51,0,0,0,0
2015-04-21,2015-04-21,Campaign42,Ad set1,pagepost_06,News Feed on Mobile Devices,219,21,0.81,0,0,0,0
2015-04-20,2015-04-20,Campaign42,Ad set1,pagepost_06,News Feed on Desktop Computers,2,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign42,Ad set1,pagepost_06,News Feed on Mobile Devices,184,12,0.45,0,0,0,0
2015-04-23,2015-04-23,Campaign42,Ad set2,pagepost_01,News Feed on Desktop Computers,8965,189,45.6,7,0,0,0
2015-04-22,2015-04-22,Campaign42,Ad set2,pagepost_01,News Feed on Desktop Computers,6543,117,21.2,6,0,0,0
2015-04-21,2015-04-21,Campaign42,Ad set2,pagepost_01,News Feed on Desktop Computers,6991,140,25.28,3,0,0,0
2015-04-20,2015-04-20,Campaign42,Ad set2,pagepost_01,News Feed on Desktop Computers,8807,121,21.81,3,0,0,0
2015-04-19,2015-04-19,Campaign42,Ad set2,pagepost_01,News Feed on Desktop Computers,9306,158,28.71,9,0,0,0
2015-04-18,2015-04-18,Campaign42,Ad set2,pagepost_01,News Feed on Desktop Computers,10147,181,32.59,6,0,0,0
2015-04-17,2015-04-17,Campaign42,Ad set2,pagepost_01,News Feed on Desktop Computers,13206,193,34.07,8,0,0,0
2015-04-23,2015-04-23,Campaign42,Ad set2,pagepost_02,News Feed on Desktop Computers,1021,23,4.95,0,0,0,0
2015-04-22,2015-04-22,Campaign42,Ad set2,pagepost_02,News Feed on Desktop Computers,391,7,1.19,0,0,0,0
2015-04-21,2015-04-21,Campaign42,Ad set2,pagepost_02,News Feed on Desktop Computers,1730,30,5.45,0,0,0,0
2015-04-20,2015-04-20,Campaign42,Ad set2,pagepost_02,News Feed on Desktop Computers,2692,37,6.59,1,0,0,0
2015-04-19,2015-04-19,Campaign42,Ad set2,pagepost_02,News Feed on Desktop Computers,3355,52,9.33,2,0,0,0
2015-04-18,2015-04-18,Campaign42,Ad set2,pagepost_02,News Feed on Desktop Computers,1264,36,6.69,1,0,0,0
2015-04-17,2015-04-17,Campaign42,Ad set2,pagepost_02,News Feed on Desktop Computers,1191,20,3.34,0,0,0,0
2015-04-20,2015-04-20,Campaign42,Ad set2,pagepost_03,News Feed on Desktop Computers,484,5,0.86,0,0,0,0
2015-04-19,2015-04-19,Campaign42,Ad set2,pagepost_03,News Feed on Desktop Computers,925,18,3.44,1,0,0,0
2015-04-18,2015-04-18,Campaign42,Ad set2,pagepost_03,News Feed on Desktop Computers,777,21,3.79,0,0,0,0
2015-04-17,2015-04-17,Campaign42,Ad set2,pagepost_03,News Feed on Desktop Computers,542,12,1.95,0,0,0,0
2015-04-23,2015-04-23,Campaign42,Ad set2,pagepost_04,News Feed on Desktop Computers,100,5,1.02,0,0,0,0
2015-04-22,2015-04-22,Campaign42,Ad set2,pagepost_04,News Feed on Desktop Computers,126,1,0.2,0,0,0,0
2015-04-21,2015-04-21,Campaign42,Ad set2,pagepost_04,News Feed on Desktop Computers,411,2,0.39,0,0,0,0
2015-04-20,2015-04-20,Campaign42,Ad set2,pagepost_04,News Feed on Desktop Computers,861,10,1.76,1,0,0,0
2015-04-19,2015-04-19,Campaign42,Ad set2,pagepost_04,News Feed on Desktop Computers,271,11,2.08,0,0,0,0
2015-04-18,2015-04-18,Campaign42,Ad set2,pagepost_04,News Feed on Desktop Computers,83,3,0.57,0,0,0,0
2015-04-17,2015-04-17,Campaign42,Ad set2,pagepost_04,News Feed on Desktop Computers,166,1,0.2,0,0,0,0
2015-04-23,2015-04-23,Campaign42,Ad set2,pagepost_05,News Feed on Desktop Computers,335,5,1.11,0,0,0,0
2015-04-22,2015-04-22,Campaign42,Ad set2,pagepost_05,News Feed on Desktop Computers,112,3,0.6,0,0,0,0
2015-04-21,2015-04-21,Campaign42,Ad set2,pagepost_05,News Feed on Desktop Computers,299,2,0.33,0,0,0,0
2015-04-20,2015-04-20,Campaign42,Ad set2,pagepost_05,News Feed on Desktop Computers,763,13,2.46,1,0,0,0
2015-04-19,2015-04-19,Campaign42,Ad set2,pagepost_05,News Feed on Desktop Computers,1716,17,3.19,0,0,0,0
2015-04-18,2015-04-18,Campaign42,Ad set2,pagepost_05,News Feed on Desktop Computers,1496,27,5.03,0,0,0,0
2015-04-17,2015-04-17,Campaign42,Ad set2,pagepost_05,News Feed on Desktop Computers,603,7,1.26,1,0,0,0
2015-04-23,2015-04-23,Campaign42,Ad set2,pagepost_06,News Feed on Desktop Computers,66,5,0.96,0,0,0,0
2015-04-22,2015-04-22,Campaign42,Ad set2,pagepost_06,News Feed on Desktop Computers,262,7,1.28,0,0,0,0
2015-04-21,2015-04-21,Campaign42,Ad set2,pagepost_06,News Feed on Desktop Computers,1054,21,3.47,0,0,0,0
2015-04-20,2015-04-20,Campaign42,Ad set2,pagepost_06,News Feed on Desktop Computers,1425,22,3.75,0,0,0,0
2015-04-23,2015-04-23,Campaign42,Ad set2,pagepost_07,News Feed on Desktop Computers,821,16,3.56,0,0,0,0
2015-04-22,2015-04-22,Campaign42,Ad set2,pagepost_07,News Feed on Desktop Computers,910,22,4,0,0,0,0
2015-04-21,2015-04-21,Campaign42,Ad set2,pagepost_07,News Feed on Desktop Computers,1901,37,6.61,0,0,0,0
2015-04-20,2015-04-20,Campaign42,Ad set2,pagepost_07,News Feed on Desktop Computers,149,1,0.19,0,0,0,0
2015-04-23,2015-04-23,Campaign42,Ad set2,pagepost_08,News Feed on Desktop Computers,49,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign42,Ad set2,pagepost_08,News Feed on Desktop Computers,112,6,1.11,0,0,0,0
2015-04-21,2015-04-21,Campaign42,Ad set2,pagepost_08,News Feed on Desktop Computers,1804,30,5.49,1,0,0,0
2015-04-20,2015-04-20,Campaign42,Ad set2,pagepost_08,News Feed on Desktop Computers,1563,30,5.21,0,0,0,0
2015-04-23,2015-04-23,Campaign42,Ad set2,pagepost_09,News Feed on Desktop Computers,144,7,1.34,0,0,0,0
2015-04-22,2015-04-22,Campaign42,Ad set2,pagepost_09,News Feed on Desktop Computers,146,6,1.06,0,0,0,0
2015-04-21,2015-04-21,Campaign42,Ad set2,pagepost_09,News Feed on Desktop Computers,1234,23,4.26,0,0,0,0
2015-04-20,2015-04-20,Campaign42,Ad set2,pagepost_09,News Feed on Desktop Computers,550,5,0.87,0,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set1,pagepost_01,News Feed on Mobile Devices,4198,206,9.47,6,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set1,pagepost_01,News Feed on Desktop Computers,39,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set1,pagepost_01,News Feed on Mobile Devices,2104,71,3.25,4,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set1,pagepost_01,News Feed on Desktop Computers,20,0,0,0,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set1,pagepost_01,News Feed on Desktop Computers,25,0,0,0,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set1,pagepost_01,News Feed on Mobile Devices,2431,101,4.28,2,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set1,pagepost_01,News Feed on Mobile Devices,5434,214,9.16,8,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set1,pagepost_01,News Feed on Desktop Computers,78,4,0.15,0,0,0,0
2015-04-19,2015-04-19,Campaign43,Ad set1,pagepost_01,News Feed on Mobile Devices,3879,149,6.23,6,0,0,0
2015-04-19,2015-04-19,Campaign43,Ad set1,pagepost_01,News Feed on Desktop Computers,34,1,0.03,0,0,0,0
2015-04-18,2015-04-18,Campaign43,Ad set1,pagepost_01,News Feed on Desktop Computers,35,1,0.03,0,0,0,0
2015-04-18,2015-04-18,Campaign43,Ad set1,pagepost_01,News Feed on Mobile Devices,4176,181,7.69,6,0,0,0
2015-04-17,2015-04-17,Campaign43,Ad set1,pagepost_01,News Feed on Mobile Devices,2157,103,4.8,4,0,0,0
2015-04-17,2015-04-17,Campaign43,Ad set1,pagepost_01,News Feed on Desktop Computers,25,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set1,pagepost_02,News Feed on Mobile Devices,1526,74,3.23,0,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set1,pagepost_02,News Feed on Desktop Computers,18,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set1,pagepost_02,News Feed on Mobile Devices,2976,135,5.61,1,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set1,pagepost_02,News Feed on Desktop Computers,38,1,0.04,0,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set1,pagepost_02,News Feed on Desktop Computers,44,1,0.04,0,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set1,pagepost_02,News Feed on Mobile Devices,3263,174,6.93,1,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set1,pagepost_02,News Feed on Desktop Computers,39,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set1,pagepost_02,News Feed on Mobile Devices,3865,196,8.12,2,0,0,0
2015-04-19,2015-04-19,Campaign43,Ad set1,pagepost_02,News Feed on Desktop Computers,24,2,0.06,0,0,0,0
2015-04-19,2015-04-19,Campaign43,Ad set1,pagepost_02,News Feed on Mobile Devices,4886,254,10.46,1,0,0,0
2015-04-18,2015-04-18,Campaign43,Ad set1,pagepost_02,News Feed on Desktop Computers,44,1,0.03,0,0,0,0
2015-04-18,2015-04-18,Campaign43,Ad set1,pagepost_02,News Feed on Mobile Devices,6661,323,13.33,2,0,0,0
2015-04-17,2015-04-17,Campaign43,Ad set1,pagepost_02,News Feed on Mobile Devices,5203,291,13.21,1,0,0,0
2015-04-17,2015-04-17,Campaign43,Ad set1,pagepost_02,News Feed on Desktop Computers,36,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set1,pagepost_03,News Feed on Desktop Computers,30,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set1,pagepost_03,News Feed on Mobile Devices,1781,96,3.99,0,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set1,pagepost_03,News Feed on Desktop Computers,29,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set1,pagepost_03,News Feed on Mobile Devices,2501,123,5.26,0,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set1,pagepost_03,News Feed on Mobile Devices,1704,87,3.24,1,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set1,pagepost_03,News Feed on Desktop Computers,21,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set1,pagepost_03,News Feed on Mobile Devices,2662,135,5.49,2,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set1,pagepost_03,News Feed on Desktop Computers,36,1,0.03,0,0,0,0
2015-04-19,2015-04-19,Campaign43,Ad set1,pagepost_03,News Feed on Mobile Devices,3950,216,8.59,1,0,0,0
2015-04-19,2015-04-19,Campaign43,Ad set1,pagepost_03,News Feed on Desktop Computers,41,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign43,Ad set1,pagepost_03,News Feed on Desktop Computers,15,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign43,Ad set1,pagepost_03,News Feed on Mobile Devices,2339,126,5.25,2,0,0,0
2015-04-17,2015-04-17,Campaign43,Ad set1,pagepost_03,News Feed on Mobile Devices,3749,185,7.9,1,0,0,0
2015-04-17,2015-04-17,Campaign43,Ad set1,pagepost_03,News Feed on Desktop Computers,55,1,0.06,0,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set1,pagepost_04,News Feed on Mobile Devices,559,29,1.2,0,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set1,pagepost_04,News Feed on Desktop Computers,7,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set1,pagepost_04,News Feed on Mobile Devices,1647,77,3.37,1,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set1,pagepost_04,News Feed on Desktop Computers,19,0,0,0,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set1,pagepost_04,News Feed on Desktop Computers,4,0,0,0,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set1,pagepost_04,News Feed on Mobile Devices,673,39,1.45,0,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set1,pagepost_04,News Feed on Desktop Computers,3,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set1,pagepost_04,News Feed on Mobile Devices,495,31,1.34,0,0,0,0
2015-04-19,2015-04-19,Campaign43,Ad set1,pagepost_04,News Feed on Mobile Devices,567,34,1.51,0,0,0,0
2015-04-18,2015-04-18,Campaign43,Ad set1,pagepost_04,News Feed on Mobile Devices,346,16,0.67,0,0,0,0
2015-04-18,2015-04-18,Campaign43,Ad set1,pagepost_04,News Feed on Desktop Computers,1,0,0,0,0,0,0
2015-04-17,2015-04-17,Campaign43,Ad set1,pagepost_04,News Feed on Desktop Computers,6,0,0,0,0,0,0
2015-04-17,2015-04-17,Campaign43,Ad set1,pagepost_04,News Feed on Mobile Devices,362,19,0.9,0,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set1,pagepost_05,News Feed on Mobile Devices,29,1,0.06,0,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set1,pagepost_05,News Feed on Mobile Devices,25,0,0,0,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set1,pagepost_05,News Feed on Mobile Devices,15,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set1,pagepost_05,News Feed on Mobile Devices,49,4,0.11,0,0,0,0
2015-04-19,2015-04-19,Campaign43,Ad set1,pagepost_05,News Feed on Mobile Devices,62,3,0.12,0,0,0,0
2015-04-18,2015-04-18,Campaign43,Ad set1,pagepost_05,News Feed on Mobile Devices,85,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign43,Ad set1,pagepost_05,News Feed on Desktop Computers,1,0,0,0,0,0,0
2015-04-17,2015-04-17,Campaign43,Ad set1,pagepost_05,News Feed on Desktop Computers,2,0,0,0,0,0,0
2015-04-17,2015-04-17,Campaign43,Ad set1,pagepost_05,News Feed on Mobile Devices,44,3,0.13,0,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set1,pagepost_06,News Feed on Desktop Computers,9,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set1,pagepost_06,News Feed on Mobile Devices,661,25,1.35,0,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set1,pagepost_06,News Feed on Mobile Devices,1066,45,1.9,0,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set1,pagepost_06,News Feed on Desktop Computers,11,1,0.03,0,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set1,pagepost_06,News Feed on Desktop Computers,18,0,0,0,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set1,pagepost_06,News Feed on Mobile Devices,1410,86,3.32,0,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set1,pagepost_06,News Feed on Mobile Devices,948,53,2.29,0,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set1,pagepost_06,News Feed on Desktop Computers,15,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set1,pagepost_07,News Feed on Desktop Computers,1,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set1,pagepost_07,News Feed on Mobile Devices,210,9,0.39,0,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set1,pagepost_07,News Feed on Mobile Devices,267,12,0.54,0,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set1,pagepost_07,News Feed on Desktop Computers,3,0,0,0,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set1,pagepost_07,News Feed on Desktop Computers,2,0,0,0,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set1,pagepost_07,News Feed on Mobile Devices,189,19,0.74,0,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set1,pagepost_07,News Feed on Desktop Computers,1,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set1,pagepost_07,News Feed on Mobile Devices,82,8,0.31,0,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set2,pagepost_01,News Feed on Desktop Computers,1099,32,5.35,1,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set2,pagepost_01,News Feed on Desktop Computers,175,5,0.74,0,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set2,pagepost_01,News Feed on Desktop Computers,196,6,0.85,0,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set2,pagepost_01,News Feed on Desktop Computers,55,2,0.36,0,0,0,0
2015-04-19,2015-04-19,Campaign43,Ad set2,pagepost_01,News Feed on Desktop Computers,44,1,0.14,0,0,0,0
2015-04-18,2015-04-18,Campaign43,Ad set2,pagepost_01,News Feed on Desktop Computers,26,1,0.13,0,0,0,0
2015-04-17,2015-04-17,Campaign43,Ad set2,pagepost_01,News Feed on Desktop Computers,48,2,0.22,0,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set2,pagepost_02,News Feed on Desktop Computers,1345,34,5.26,0,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set2,pagepost_02,News Feed on Desktop Computers,2685,45,6.66,1,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set2,pagepost_02,News Feed on Desktop Computers,537,11,1.7,1,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set2,pagepost_02,News Feed on Desktop Computers,449,7,0.86,0,0,0,0
2015-04-19,2015-04-19,Campaign43,Ad set2,pagepost_02,News Feed on Desktop Computers,143,1,0.12,0,0,0,0
2015-04-18,2015-04-18,Campaign43,Ad set2,pagepost_02,News Feed on Desktop Computers,34,1,0.13,0,0,0,0
2015-04-17,2015-04-17,Campaign43,Ad set2,pagepost_02,News Feed on Desktop Computers,77,2,0.3,0,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set2,pagepost_03,News Feed on Desktop Computers,2907,72,12.1,11,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set2,pagepost_03,News Feed on Desktop Computers,399,7,1.08,1,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set2,pagepost_03,News Feed on Desktop Computers,405,7,1.03,1,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set2,pagepost_03,News Feed on Desktop Computers,227,7,1.04,0,0,0,0
2015-04-19,2015-04-19,Campaign43,Ad set2,pagepost_03,News Feed on Desktop Computers,107,4,0.57,0,0,0,0
2015-04-18,2015-04-18,Campaign43,Ad set2,pagepost_03,News Feed on Desktop Computers,14,1,0.09,0,0,0,0
2015-04-17,2015-04-17,Campaign43,Ad set2,pagepost_03,News Feed on Desktop Computers,82,1,0.12,0,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set2,pagepost_04,News Feed on Desktop Computers,2840,89,14.03,8,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set2,pagepost_04,News Feed on Desktop Computers,686,17,2.57,1,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set2,pagepost_04,News Feed on Desktop Computers,1488,27,4.15,5,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set2,pagepost_04,News Feed on Desktop Computers,693,19,2.83,0,0,0,0
2015-04-19,2015-04-19,Campaign43,Ad set2,pagepost_04,News Feed on Desktop Computers,406,11,1.41,1,0,0,0
